0,0.0000040000
1,0.0000020000
2,0.0000020000
3,0.0000020000
4,0.0000010000
5,0.0000020000
6,0.0000020000
7,0.0000020000
8,0.0000020000
9,0.0000020000
10,0.0000020000
11,0.0000020000
12,0.0000020000
13,0.0000020000
14,0.0000020000
15,0.0000020000
16,0.0000020000
17,0.0000020000
18,0.0000030000
19,0.0000030000
20,0.0000030000
21,0.0000030000
22,0.0000030000
23,0.0000030000
24,0.0000030000
25,0.0000030000
26,0.0000020000
27,0.0000020000
28,0.0000030000
29,0.0000020000
30,0.0000030000
31,0.0000030000
32,0.0000030000
33,0.0000020000
34,0.0000030000
35,0.0000030000
36,0.0000040000
37,0.0000040000
38,0.0000040000
39,0.0000040000
40,0.0000050000
41,0.0000030000
42,0.0000040000
43,0.0000040000
44,0.0000040000
45,0.0000040000
46,0.0000040000
47,0.0000040000
48,0.0000050000
49,0.0000050000
50,0.0000040000
51,0.0000030000
52,0.0000030000
53,0.0000030000
54,0.0000040000
55,0.0000060000
56,0.0000040000
57,0.0000040000
58,0.0000040000
59,0.0000040000
60,0.0000050000
61,0.0000090000
62,0.0000050000
63,0.0000050000
64,0.0000060000
65,0.0000050000
66,0.0000050000
67,0.0000060000
68,0.0000040000
69,0.0000070000
70,0.0000050000
71,0.0000050000
72,0.0000070000
73,0.0000060000
74,0.0000060000
75,0.0000060000
76,0.0000050000
77,0.0000070000
78,0.0000070000
79,0.0000060000
80,0.0000060000
81,0.0000060000
82,0.0000060000
83,0.0000050000
84,0.0000060000
85,0.0000060000
86,0.0000080000
87,0.0000060000
88,0.0000070000
89,0.0000070000
90,0.0000070000
91,0.0000080000
92,0.0000070000
93,0.0000060000
94,0.0000080000
95,0.0000070000
96,0.0000060000
97,0.0000080000
98,0.0000080000
99,0.0000070000
100,0.0000080000
101,0.0000070000
102,0.0000070000
103,0.0000070000
104,0.0000070000
105,0.0000060000
106,0.0000080000
107,0.0000080000
108,0.0000090000
109,0.0000080000
110,0.0000080000
111,0.0000080000
112,0.0000060000
113,0.0000070000
114,0.0000070000
115,0.0000080000
116,0.0000070000
117,0.0000080000
118,0.0000090000
119,0.0000070000
120,0.0000060000
121,0.0000060000
122,0.0000080000
123,0.0000080000
124,0.0000080000
125,0.0000250000
126,0.0000090000
127,0.0000070000
128,0.0000090000
129,0.0000090000
130,0.0000090000
131,0.0000090000
132,0.0000090000
133,0.0000090000
134,0.0000100000
135,0.0000090000
136,0.0000100000
137,0.0000100000
138,0.0000160000
139,0.0000110000
140,0.0000080000
141,0.0000090000
142,0.0000110000
143,0.0000090000
144,0.0000090000
145,0.0000100000
146,0.0000090000
147,0.0000100000
148,0.0000100000
149,0.0000090000
150,0.0000110000
151,0.0000120000
152,0.0000090000
153,0.0000110000
154,0.0000110000
155,0.0000110000
156,0.0000110000
157,0.0000110000
158,0.0000250000
159,0.0000110000
160,0.0000110000
161,0.0000100000
162,0.0000100000
163,0.0000110000
164,0.0000100000
165,0.0000100000
166,0.0000100000
167,0.0000110000
168,0.0000110000
169,0.0000110000
170,0.0000100000
171,0.0000120000
172,0.0000110000
173,0.0000100000
174,0.0000110000
175,0.0000110000
176,0.0000110000
177,0.0000110000
178,0.0000110000
179,0.0000110000
180,0.0000120000
181,0.0000120000
182,0.0000130000
183,0.0000120000
184,0.0000120000
185,0.0000130000
186,0.0000130000
187,0.0000120000
188,0.0000120000
189,0.0000110000
190,0.0000140000
191,0.0000110000
192,0.0000150000
193,0.0000120000
194,0.0000130000
195,0.0000120000
196,0.0000120000
197,0.0000140000
198,0.0000140000
199,0.0000130000
200,0.0000130000
201,0.0000140000
202,0.0000120000
203,0.0000140000
204,0.0000130000
205,0.0000130000
206,0.0000140000
207,0.0000140000
208,0.0000140000
209,0.0000150000
210,0.0000130000
211,0.0000300000
212,0.0000140000
213,0.0000130000
214,0.0000150000
215,0.0000130000
216,0.0000140000
217,0.0000120000
218,0.0000150000
219,0.0000130000
220,0.0000150000
221,0.0000140000
222,0.0000120000
223,0.0000140000
224,0.0000130000
225,0.0000130000
226,0.0000130000
227,0.0000130000
228,0.0000150000
229,0.0000130000
230,0.0000160000
231,0.0000150000
232,0.0000160000
233,0.0000160000
234,0.0000140000
235,0.0000150000
236,0.0000150000
237,0.0000150000
238,0.0000140000
239,0.0000140000
240,0.0000140000
241,0.0000140000
242,0.0000150000
243,0.0000150000
244,0.0000140000
245,0.0000170000
246,0.0000160000
247,0.0000160000
248,0.0000160000
249,0.0000160000
250,0.0000150000
251,0.0000140000
252,0.0000150000
253,0.0000140000
254,0.0000150000
255,0.0000150000
256,0.0000180000
257,0.0000190000
258,0.0000170000
259,0.0000170000
260,0.0000160000
261,0.0000170000
262,0.0000180000
263,0.0000170000
264,0.0000180000
265,0.0000200000
266,0.0000180000
267,0.0000170000
268,0.0000170000
269,0.0000190000
270,0.0000190000
271,0.0000170000
272,0.0000190000
273,0.0000180000
274,0.0000190000
275,0.0000180000
276,0.0000190000
277,0.0000190000
278,0.0000190000
279,0.0000200000
280,0.0000190000
281,0.0000190000
282,0.0000180000
283,0.0000170000
284,0.0000200000
285,0.0000200000
286,0.0000200000
287,0.0000180000
288,0.0000180000
289,0.0000180000
290,0.0000200000
291,0.0000190000
292,0.0000200000
293,0.0000190000
294,0.0000200000
295,0.0000210000
296,0.0000190000
297,0.0000190000
298,0.0000210000
299,0.0000190000
300,0.0000200000
301,0.0000200000
302,0.0000190000
303,0.0000190000
304,0.0000200000
305,0.0000200000
306,0.0000210000
307,0.0000220000
308,0.0000200000
309,0.0000220000
310,0.0000210000
311,0.0000200000
312,0.0000220000
313,0.0000220000
314,0.0000220000
315,0.0000200000
316,0.0000200000
317,0.0000210000
318,0.0000210000
319,0.0000220000
320,0.0000220000
321,0.0000240000
322,0.0000200000
323,0.0000200000
324,0.0000240000
325,0.0000240000
326,0.0000230000
327,0.0000230000
328,0.0000220000
329,0.0000210000
330,0.0000230000
331,0.0000210000
332,0.0000210000
333,0.0000240000
334,0.0000220000
335,0.0000220000
336,0.0000240000
337,0.0000350000
338,0.0000240000
339,0.0000210000
340,0.0000220000
341,0.0000210000
342,0.0000220000
343,0.0000240000
344,0.0000240000
345,0.0000240000
346,0.0000250000
347,0.0000240000
348,0.0000230000
349,0.0000230000
350,0.0000240000
351,0.0000240000
352,0.0000250000
353,0.0000240000
354,0.0000230000
355,0.0000240000
356,0.0000250000
357,0.0000230000
